,Date, Signal(dBm), Noise(dBm), Channel, Security, Mode,SSID,BSSID,Unnamed: 6
27452,11/10/2566 BE 17:29:45, -78, -83, 6, WPA2-Enterprise, g/n,[Hidden SSID] ,08-CC-68-B4-7F-72,
27453,11/10/2566 BE 17:29:32, -77, -82, 6, WPA2-Enterprise, g/n,[Hidden SSID] ,08-CC-68-B4-7F-72,
27454,11/10/2566 BE 17:29:19, -77, -82, 6, WPA2-Enterprise, g/n,[Hidden SSID] ,08-CC-68-B4-7F-72,
27455,11/10/2566 BE 17:29:06, -77, -82, 6, WPA2-Enterprise, g/n,[Hidden SSID] ,08-CC-68-B4-7F-72,
27456,11/10/2566 BE 17:27:28, -65, -80, 6, WPA2-Enterprise, g/n,[Hidden SSID] ,08-CC-68-B4-7F-72,
27457,11/10/2566 BE 17:27:15, -65, -80, 6, WPA2-Enterprise, g/n,[Hidden SSID] ,08-CC-68-B4-7F-72,
27458,11/10/2566 BE 17:27:02, -65, -80, 6, WPA2-Enterprise, g/n,[Hidden SSID] ,08-CC-68-B4-7F-72,
27459,11/10/2566 BE 17:27:02, -78, -79, 1, WPA2-Personal, b/g/n,Warrane Guest ,82-45-58-21-0C-E6,
27460,11/10/2566 BE 17:26:50, -78, -79, 1, WPA2-Personal, b/g/n,Warrane Guest ,82-45-58-21-0C-E6,
27461,11/10/2566 BE 17:26:36, -78, -79, 1, WPA2-Personal, b/g/n,Warrane Guest ,82-45-58-21-0C-E6,
27462,11/10/2566 BE 17:25:20, -74, -84, 1, WPA2-Personal, b/g/n,Warrane Guest ,82-45-58-21-0C-E6,
27463,11/10/2566 BE 17:25:07, -74, -84, 1, WPA2-Personal, b/g/n,Warrane Guest ,82-45-58-21-0C-E6,
27464,11/10/2566 BE 17:24:55, -69, -81, 1, WPA2-Personal, b/g/n,Warrane Guest ,82-45-58-21-0C-E6,
27465,11/10/2566 BE 17:24:42, -69, -81, 1, WPA2-Personal, b/g/n,Warrane Guest ,82-45-58-21-0C-E6,
27466,11/10/2566 BE 17:24:29, -71, -81, 1, WPA2-Personal, b/g/n,Warrane Guest ,82-45-58-21-0C-E6,
27467,11/10/2566 BE 17:24:16, -75, -82, 1, WPA2-Personal, b/g/n,Warrane Guest ,82-45-58-21-0C-E6,
27468,11/10/2566 BE 17:23:47, -73, -77, 1, WPA2-Personal, b/g/n,Warrane Guest ,82-45-58-21-0C-E6,
27469,11/10/2566 BE 17:23:34, -73, -77, 1, WPA2-Personal, b/g/n,Warrane Guest ,82-45-58-21-0C-E6,
27470,11/10/2566 BE 17:40:41, -84, -93, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27471,11/10/2566 BE 17:40:28, -84, -93, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27472,11/10/2566 BE 17:40:16, -89, -96, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27473,11/10/2566 BE 17:40:03, -89, -96, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27474,11/10/2566 BE 17:30:51, -89, -94, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27475,11/10/2566 BE 17:30:38, -89, -94, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27476,11/10/2566 BE 17:30:24, -89, -94, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27477,11/10/2566 BE 17:30:11, -89, -94, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27478,11/10/2566 BE 17:29:58, -87, -92, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27479,11/10/2566 BE 17:29:45, -87, -92, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27480,11/10/2566 BE 17:29:32, -88, -94, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27481,11/10/2566 BE 17:29:19, -87, -94, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27482,11/10/2566 BE 17:29:06, -88, -93, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27483,11/10/2566 BE 17:28:56, -86, -92, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27484,11/10/2566 BE 17:26:11, -79, -94, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27485,11/10/2566 BE 17:25:58, -79, -94, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27486,11/10/2566 BE 17:25:46, -79, -94, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27487,11/10/2566 BE 17:25:33, -80, -95, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27488,11/10/2566 BE 17:25:20, -66, -92, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27489,11/10/2566 BE 17:25:07, -74, -94, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27490,11/10/2566 BE 17:24:55, -72, -94, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27491,11/10/2566 BE 17:24:42, -75, -93, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27492,11/10/2566 BE 17:24:29, -80, -93, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27493,11/10/2566 BE 17:24:16, -86, -95, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27494,11/10/2566 BE 17:22:43, -87, -96, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27495,11/10/2566 BE 17:22:00, -84, -95, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27496,11/10/2566 BE 17:21:11, -88, -95, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27497,11/10/2566 BE 17:20:58, -85, -93, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27498,11/10/2566 BE 17:20:46, -84, -95, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27499,11/10/2566 BE 17:20:34, -85, -95, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27500,11/10/2566 BE 17:20:21, -83, -93, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27501,11/10/2566 BE 17:20:09, -89, -95, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27502,11/10/2566 BE 17:19:57, -91, -94, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27503,11/10/2566 BE 17:19:44, -91, -94, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27504,11/10/2566 BE 17:16:09, -91, -96, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27505,11/10/2566 BE 17:15:56, -91, -96, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-60-C4,
27506,11/10/2566 BE 17:39:51, -80, -92, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27507,11/10/2566 BE 17:39:38, -80, -92, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27508,11/10/2566 BE 17:39:24, -80, -92, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27509,11/10/2566 BE 17:39:11, -80, -96, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27510,11/10/2566 BE 17:38:58, -77, -95, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27511,11/10/2566 BE 17:38:46, -83, -93, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27512,11/10/2566 BE 17:38:29, -92, -93, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27513,11/10/2566 BE 17:38:16, -92, -93, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27514,11/10/2566 BE 17:31:59, -81, -96, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27515,11/10/2566 BE 17:31:45, -81, -96, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27516,11/10/2566 BE 17:31:29, -81, -96, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27517,11/10/2566 BE 17:31:16, -81, -95, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27518,11/10/2566 BE 17:31:04, -78, -94, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27519,11/10/2566 BE 17:30:51, -81, -94, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27520,11/10/2566 BE 17:30:11, -88, -92, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27521,11/10/2566 BE 17:29:58, -88, -92, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27522,11/10/2566 BE 17:29:45, -88, -92, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27523,11/10/2566 BE 17:29:32, -87, -94, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27524,11/10/2566 BE 17:29:19, -86, -93, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27525,11/10/2566 BE 17:29:06, -86, -93, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27526,11/10/2566 BE 17:28:56, -82, -94, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27527,11/10/2566 BE 17:28:43, -82, -94, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27528,11/10/2566 BE 17:28:32, -86, -93, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27529,11/10/2566 BE 17:28:19, -82, -95, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27530,11/10/2566 BE 17:27:41, -85, -91, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27531,11/10/2566 BE 17:27:28, -85, -91, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27532,11/10/2566 BE 17:27:15, -85, -91, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27533,11/10/2566 BE 17:27:02, -82, -94, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27534,11/10/2566 BE 17:26:50, -80, -95, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27535,11/10/2566 BE 17:26:36, -83, -93, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27536,11/10/2566 BE 17:20:21, -92, -96, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27537,11/10/2566 BE 17:20:09, -92, -96, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27538,11/10/2566 BE 17:19:57, -92, -96, 52, Open, ac,UNSW Guest ,1C-E6-C7-3E-DA-B4,
27539,11/10/2566 BE 17:42:26, -92, -96, 52, WPA2-Enterprise, ac,uniwide ,44-AD-D9-60-BE-D7,
27540,11/10/2566 BE 17:42:13, -92, -96, 52, WPA2-Enterprise, ac,uniwide ,44-AD-D9-60-BE-D7,
27541,11/10/2566 BE 17:42:01, -92, -96, 52, WPA2-Enterprise, ac,uniwide ,44-AD-D9-60-BE-D7,
27542,11/10/2566 BE 17:41:48, -88, -93, 52, WPA2-Enterprise, ac,uniwide ,44-AD-D9-60-BE-D7,
27543,11/10/2566 BE 17:41:32, -85, -95, 52, WPA2-Enterprise, ac,uniwide ,44-AD-D9-60-BE-D7,
27544,11/10/2566 BE 17:41:20, -81, -93, 52, WPA2-Enterprise, ac,uniwide ,44-AD-D9-60-BE-D7,
27545,11/10/2566 BE 17:41:07, -81, -93, 52, WPA2-Enterprise, ac,uniwide ,44-AD-D9-60-BE-D7,
27546,11/10/2566 BE 17:40:54, -82, -91, 52, WPA2-Enterprise, ac,uniwide ,44-AD-D9-60-BE-D7,
27547,11/10/2566 BE 17:40:41, -77, -93, 52, WPA2-Enterprise, ac,uniwide ,44-AD-D9-60-BE-D7,
27548,11/10/2566 BE 17:40:28, -77, -93, 52, WPA2-Enterprise, ac,uniwide ,44-AD-D9-60-BE-D7,
27549,11/10/2566 BE 17:40:16, -82, -93, 52, WPA2-Enterprise, ac,uniwide ,44-AD-D9-60-BE-D7,
27550,11/10/2566 BE 17:40:28, -93, -95, 64, WPA2-Enterprise, ac,[Hidden SSID] ,08-CC-68-B4-80-4D,
27551,11/10/2566 BE 17:40:16, -93, -95, 64, WPA2-Enterprise, ac,[Hidden SSID] ,08-CC-68-B4-80-4D,
27552,11/10/2566 BE 17:40:03, -93, -95, 64, WPA2-Enterprise, ac,[Hidden SSID] ,08-CC-68-B4-80-4D,
27553,11/10/2566 BE 17:41:20,-76,-77,11, WPA2-Personal, g/n,[Hidden SSID] ,1C-E6-C7-F0-20-15,
27554,11/10/2566 BE 17:41:07,-76,-77,11, WPA2-Personal, g/n,[Hidden SSID] ,1C-E6-C7-F0-20-15,
27555,11/10/2566 BE 17:17:10, -86, -94, 132, Open, a/n,UNSW Guest ,F0-9E-63-14-94-AD,
27556,11/10/2566 BE 17:16:57, -86, -94, 132, Open, a/n,UNSW Guest ,F0-9E-63-14-94-AD,
27557,11/10/2566 BE 17:16:44, -86, -94, 132, Open, a/n,UNSW Guest ,F0-9E-63-14-94-AD,
27558,11/10/2566 BE 17:16:34, -88, -95, 132, Open, a/n,UNSW Guest ,F0-9E-63-14-94-AD,
27559,11/10/2566 BE 17:16:21, -88, -95, 132, Open, a/n,UNSW Guest ,F0-9E-63-14-94-AD,
27560,11/10/2566 BE 17:16:09, -94, -95, 132, Open, a/n,UNSW Guest ,F0-9E-63-14-94-AD,
27561,11/10/2566 BE 17:15:56, -89, -96, 132, Open, a/n,UNSW Guest ,F0-9E-63-14-94-AD,
27562,11/10/2566 BE 17:42:13, -92, -95, 112, WPA2-Enterprise, ac,uniwide ,70-DF-2F-EA-82-AF,
27563,11/10/2566 BE 17:42:01, -92, -95, 112, WPA2-Enterprise, ac,uniwide ,70-DF-2F-EA-82-AF,
27564,11/10/2566 BE 17:41:48, -92, -95, 112, WPA2-Enterprise, ac,uniwide ,70-DF-2F-EA-82-AF,
27565,11/10/2566 BE 17:41:32, -88, -94, 112, WPA2-Enterprise, ac,uniwide ,70-DF-2F-EA-82-AF,
27566,11/10/2566 BE 17:41:20, -84, -90, 112, WPA2-Enterprise, ac,uniwide ,70-DF-2F-EA-82-AF,
27567,11/10/2566 BE 17:41:07, -83, -95, 112, WPA2-Enterprise, ac,uniwide ,70-DF-2F-EA-82-AF,
27568,11/10/2566 BE 17:40:54, -76, -94, 112, WPA2-Enterprise, ac,uniwide ,70-DF-2F-EA-82-AF,
27569,11/10/2566 BE 17:40:41, -85, -95, 112, WPA2-Enterprise, ac,uniwide ,70-DF-2F-EA-82-AF,
27570,11/10/2566 BE 17:26:36, -89, -87, 112, WPA2-Enterprise, ac,uniwide ,70-DF-2F-EA-82-AF,
27571,11/10/2566 BE 17:26:23, -89, -87, 112, WPA2-Enterprise, ac,uniwide ,70-DF-2F-EA-82-AF,
27572,11/10/2566 BE 17:26:11, -89, -87, 112, WPA2-Enterprise, ac,uniwide ,70-DF-2F-EA-82-AF,
27573,11/10/2566 BE 17:25:58, -92, -91, 112, WPA2-Enterprise, ac,uniwide ,70-DF-2F-EA-82-AF,
27574,11/10/2566 BE 17:25:46, -92, -91, 112, WPA2-Enterprise, ac,uniwide ,70-DF-2F-EA-82-AF,
27575,11/10/2566 BE 17:42:39, -91, -96, 132, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B4-69-3A,
27576,11/10/2566 BE 17:42:26, -91, -96, 132, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B4-69-3A,
27577,11/10/2566 BE 17:42:13, -82, -95, 132, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B4-69-3A,
27578,11/10/2566 BE 17:42:01, -92, -96, 132, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B4-69-3A,
27579,11/10/2566 BE 17:41:48, -92, -96, 132, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B4-69-3A,
27580,11/10/2566 BE 17:16:09, -89, -97, 149, WPA2-Personal, ac,CFEH_Boardroom ,00-04-56-AD-EB-A1,
27581,11/10/2566 BE 17:15:56, -89, -97, 149, WPA2-Personal, ac,CFEH_Boardroom ,00-04-56-AD-EB-A1,
27582,11/10/2566 BE 17:15:43, -89, -97, 149, WPA2-Personal, ac,CFEH_Boardroom ,00-04-56-AD-EB-A1,
27583,11/10/2566 BE 17:33:08, -85, -83, 6, WPA2-Enterprise, g/n,uniwide ,54-78-1A-BF-62-41,
27584,11/10/2566 BE 17:20:34, -74, -84, 3, WPA2-Personal, ax,ANFF_STAFF2 ,9A-A6-7E-57-1F-92,
27585,11/10/2566 BE 17:20:21, -74, -84, 3, WPA2-Personal, ax,ANFF_STAFF2 ,9A-A6-7E-57-1F-92,
27586,11/10/2566 BE 17:20:09, -74, -84, 3, WPA2-Personal, ax,ANFF_STAFF2 ,9A-A6-7E-57-1F-92,
27587,11/10/2566 BE 17:19:57, -74, -83, 3, WPA2-Personal, ax,ANFF_STAFF2 ,9A-A6-7E-57-1F-92,
27588,11/10/2566 BE 17:19:32, -68, -87, 3, WPA2-Personal, ax,ANFF_STAFF2 ,9A-A6-7E-57-1F-92,
27589,11/10/2566 BE 17:19:20, -68, -87, 3, WPA2-Personal, ax,ANFF_STAFF2 ,9A-A6-7E-57-1F-92,
27590,11/10/2566 BE 17:19:07, -68, -87, 3, WPA2-Personal, ax,ANFF_STAFF2 ,9A-A6-7E-57-1F-92,
27591,11/10/2566 BE 17:18:42, -84, -84, 3, WPA2-Personal, ax,ANFF_STAFF2 ,9A-A6-7E-57-1F-92,
27592,11/10/2566 BE 17:18:14, -84, -84, 3, WPA2-Personal, ax,ANFF_STAFF2 ,9A-A6-7E-57-1F-92,
27593,11/10/2566 BE 17:18:01, -76, -88, 3, WPA2-Personal, ax,ANFF_STAFF2 ,9A-A6-7E-57-1F-92,
27594,11/10/2566 BE 17:17:48, -74, -86, 3, WPA2-Personal, ax,ANFF_STAFF2 ,9A-A6-7E-57-1F-92,
27595,11/10/2566 BE 17:17:35, -75, -87, 3, WPA2-Personal, ax,ANFF_STAFF2 ,9A-A6-7E-57-1F-92,
27596,11/10/2566 BE 17:17:22, -74, -89, 3, WPA2-Personal, ax,ANFF_STAFF2 ,9A-A6-7E-57-1F-92,
27597,11/10/2566 BE 17:17:10, -88, -90, 3, WPA2-Personal, ax,ANFF_STAFF2 ,9A-A6-7E-57-1F-92,
27598,11/10/2566 BE 17:16:57, -88, -90, 3, WPA2-Personal, ax,ANFF_STAFF2 ,9A-A6-7E-57-1F-92,
27599,11/10/2566 BE 17:16:44, -88, -90, 3, WPA2-Personal, ax,ANFF_STAFF2 ,9A-A6-7E-57-1F-92,
27600,11/10/2566 BE 17:15:43, -69, -85, 3, WPA2-Personal, ax,ANFF_STAFF2 ,9A-A6-7E-57-1F-92,
27601,11/10/2566 BE 17:15:31, -69, -85, 3, WPA2-Personal, ax,ANFF_STAFF2 ,9A-A6-7E-57-1F-92,
27602,11/10/2566 BE 17:15:18, -69, -85, 3, WPA2-Personal, ax,ANFF_STAFF2 ,9A-A6-7E-57-1F-92,
27603,11/10/2566 BE 17:15:05, -76, -84, 3, WPA2-Personal, ax,ANFF_STAFF2 ,9A-A6-7E-57-1F-92,
27604,11/10/2566 BE 17:14:52, -76, -84, 3, WPA2-Personal, ax,ANFF_STAFF2 ,9A-A6-7E-57-1F-92,
27605,11/10/2566 BE 17:42:39, -81, -96, 56, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-5B-68-07,
27606,11/10/2566 BE 17:42:26, -75, -93, 56, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-5B-68-07,
27607,11/10/2566 BE 17:42:13, -76, -95, 56, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-5B-68-07,
27608,11/10/2566 BE 17:42:01, -81, -95, 56, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-5B-68-07,
27609,11/10/2566 BE 17:41:48, -71, -94, 56, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-5B-68-07,
27610,11/10/2566 BE 17:41:32, -72, -94, 56, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-5B-68-07,
27611,11/10/2566 BE 17:41:20, -70, -90, 56, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-5B-68-07,
27612,11/10/2566 BE 17:41:07, -77, -93, 56, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-5B-68-07,
27613,11/10/2566 BE 17:40:54, -84, -91, 56, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-5B-68-07,
27614,11/10/2566 BE 17:40:41, -83, -90, 56, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-5B-68-07,
27615,11/10/2566 BE 17:40:28, -86, -90, 56, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-5B-68-07,
27616,11/10/2566 BE 17:40:16, -83, -93, 56, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-5B-68-07,
27617,11/10/2566 BE 17:40:03, -89, -95, 56, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-5B-68-07,
27618,11/10/2566 BE 17:39:51, -93, -94, 56, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-5B-68-07,
27619,11/10/2566 BE 17:26:36, -86, -92, 56, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-5B-68-07,
27620,11/10/2566 BE 17:26:23, -86, -92, 56, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-5B-68-07,
27621,11/10/2566 BE 17:26:11, -86, -92, 56, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-5B-68-07,
27622,11/10/2566 BE 17:25:58, -87, -94, 56, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-5B-68-07,
27623,11/10/2566 BE 17:25:46, -87, -94, 56, WPA2-Enterprise, ac,uniwide ,1C-E6-C7-5B-68-07,
27624,11/10/2566 BE 17:33:46, -83, -95, 112, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-5B-2E,
27625,11/10/2566 BE 17:33:33, -83, -95, 112, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-5B-2E,
27626,11/10/2566 BE 17:33:20, -83, -95, 112, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-5B-2E,
27627,11/10/2566 BE 17:33:08, -92, -94, 112, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-5B-2E,
27628,11/10/2566 BE 17:37:50, -88, -94, 64, WPA2-Enterprise, ac,uniwide ,D4-C9-3C-B6-5D-5E,
27629,11/10/2566 BE 17:37:37, -88, -94, 64, WPA2-Enterprise, ac,uniwide ,D4-C9-3C-B6-5D-5E,
27630,11/10/2566 BE 17:33:20, -89, -92, 64, WPA2-Enterprise, ac,uniwide ,D4-C9-3C-B6-5D-5E,
27631,11/10/2566 BE 17:33:08, -89, -92, 64, WPA2-Enterprise, ac,uniwide ,D4-C9-3C-B6-5D-5E,
27632,11/10/2566 BE 17:32:55, -89, -92, 64, WPA2-Enterprise, ac,uniwide ,D4-C9-3C-B6-5D-5E,
27633,11/10/2566 BE 17:19:20, -85, -89, 6, WPA2-Enterprise, g/n,eduroam ,08-CC-68-B5-CD-70,
27634,11/10/2566 BE 17:19:07, -85, -89, 6, WPA2-Enterprise, g/n,eduroam ,08-CC-68-B5-CD-70,
27635,11/10/2566 BE 17:18:55, -85, -89, 6, WPA2-Enterprise, g/n,eduroam ,08-CC-68-B5-CD-70,
27636,11/10/2566 BE 17:40:41, -89, -93, 132, Open, ac,UNSW Guest ,08-CC-68-B5-F2-FC,
27637,11/10/2566 BE 17:40:28, -89, -93, 132, Open, ac,UNSW Guest ,08-CC-68-B5-F2-FC,
27638,11/10/2566 BE 17:39:51, -88, -93, 132, Open, ac,UNSW Guest ,08-CC-68-B5-F2-FC,
27639,11/10/2566 BE 17:39:38, -88, -93, 132, Open, ac,UNSW Guest ,08-CC-68-B5-F2-FC,
27640,11/10/2566 BE 17:39:24, -68, -94, 132, Open, ac,UNSW Guest ,08-CC-68-B5-F2-FC,
27641,11/10/2566 BE 17:39:11, -66, -93, 132, Open, ac,UNSW Guest ,08-CC-68-B5-F2-FC,
27642,11/10/2566 BE 17:29:06, -85, -94, 132, Open, ac,UNSW Guest ,08-CC-68-B5-F2-FC,
27643,11/10/2566 BE 17:28:56, -85, -94, 132, Open, ac,UNSW Guest ,08-CC-68-B5-F2-FC,
27644,11/10/2566 BE 17:28:43, -93, -95, 132, Open, ac,UNSW Guest ,08-CC-68-B5-F2-FC,
27645,11/10/2566 BE 17:28:32, -93, -95, 132, Open, ac,UNSW Guest ,08-CC-68-B5-F2-FC,
27646,11/10/2566 BE 17:27:02, -95, -94, 132, Open, ac,UNSW Guest ,08-CC-68-B5-F2-FC,
27647,11/10/2566 BE 17:26:50, -95, -94, 132, Open, ac,UNSW Guest ,08-CC-68-B5-F2-FC,
27648,11/10/2566 BE 17:37:50, -88, -94, 64, WPA2-Enterprise, ac,uniwide ,08-CC-68-B5-CB-0E,
27649,11/10/2566 BE 17:37:37, -88, -94, 64, WPA2-Enterprise, ac,uniwide ,08-CC-68-B5-CB-0E,
27650,11/10/2566 BE 17:33:33, -89, -91, 64, WPA2-Enterprise, ac,uniwide ,08-CC-68-B5-CB-0E,
27651,11/10/2566 BE 17:33:20, -89, -91, 64, WPA2-Enterprise, ac,uniwide ,08-CC-68-B5-CB-0E,
27652,11/10/2566 BE 17:33:08, -89, -91, 64, WPA2-Enterprise, ac,uniwide ,08-CC-68-B5-CB-0E,
27653,11/10/2566 BE 17:32:55, -91, -92, 64, WPA2-Enterprise, ac,uniwide ,08-CC-68-B5-CB-0E,
27654,11/10/2566 BE 17:32:40, -81, -96, 64, WPA2-Enterprise, ac,uniwide ,08-CC-68-B5-CB-0E,
27655,11/10/2566 BE 17:16:09, -88, -95, 36, WPA/WPA2-Personal, ax,TP-LINK_666666 ,68-DD-B7-13-B7-65,
27656,11/10/2566 BE 17:15:56, -88, -95, 36, WPA/WPA2-Personal, ax,TP-LINK_666666 ,68-DD-B7-13-B7-65,
27657,11/10/2566 BE 17:15:43, -88, -95, 36, WPA/WPA2-Personal, ax,TP-LINK_666666 ,68-DD-B7-13-B7-65,
27658,11/10/2566 BE 17:41:07, -89, -92, 36, WPA2-Enterprise, a/n,[Hidden SSID] ,1C-E6-C7-3E-61-CB,
27659,11/10/2566 BE 17:40:54, -89, -92, 36, WPA2-Enterprise, a/n,[Hidden SSID] ,1C-E6-C7-3E-61-CB,
27660,11/10/2566 BE 17:40:41, -80, -92, 36, WPA2-Enterprise, a/n,[Hidden SSID] ,1C-E6-C7-3E-61-CB,
27661,11/10/2566 BE 17:40:28, -80, -92, 36, WPA2-Enterprise, a/n,[Hidden SSID] ,1C-E6-C7-3E-61-CB,
27662,11/10/2566 BE 17:40:16, -91, -96, 36, WPA2-Enterprise, a/n,[Hidden SSID] ,1C-E6-C7-3E-61-CB,
27663,11/10/2566 BE 17:40:03, -91, -96, 36, WPA2-Enterprise, a/n,[Hidden SSID] ,1C-E6-C7-3E-61-CB,
27664,11/10/2566 BE 17:39:51, -91, -96, 36, WPA2-Enterprise, a/n,[Hidden SSID] ,1C-E6-C7-3E-61-CB,
27665,11/10/2566 BE 17:39:38, -87, -93, 36, WPA2-Enterprise, a/n,[Hidden SSID] ,1C-E6-C7-3E-61-CB,
27666,11/10/2566 BE 17:31:04, -79, -92, 36, WPA2-Enterprise, a/n,[Hidden SSID] ,1C-E6-C7-3E-61-CB,
